timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734539557170,77,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-2,,true,,376,1818,3,3,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539557248,79,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-2,,true,,376,1249,3,3,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539556871,578,/complete/search-302,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 578 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,578,0,190
1734539557158,610,codechef,200,OK,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 610 milliseconds, but should not have lasted longer than 150 milliseconds.",95990,118,3,3,https://www.codechef.com/,600,0,170
1734539557451,385,/complete/search-303,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 385 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cod,385,0,0
1734539557328,627,/complete/search-302,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 627 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,627,0,169
1734539557769,275,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf-297,200,OK,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 275 milliseconds, but should not have lasted longer than 150 milliseconds.",6779,495,3,3,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf?V=2.7.9,275,0,171
1734539558046,105,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf-298,200,OK,2105017_threadGroup 1-3,text,true,,20445,493,3,3,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf?V=2.7.9,105,0,0
1734539557837,395,/complete/search-304,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 395 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,295,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=code,395,0,0
1734539558151,104,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf-299,200,OK,2105017_threadGroup 1-3,text,true,,35605,494,4,4,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf?V=2.7.9,104,0,0
1734539557955,373,/complete/search-303,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 373 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cod,373,0,0
1734539558255,89,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-3,,true,,376,1818,4,4,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539558344,86,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-3,,true,,376,1249,4,4,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539558329,309,/complete/search-304,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 309 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,295,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=code,309,0,0
1734539558233,517,/complete/search-305,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 517 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,296,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=codec,517,0,0
1734539558432,669,/complete/search-302,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 669 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,669,0,176
1734539558639,537,/complete/search-305,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 537 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,296,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codec,537,0,0
1734539558751,503,/complete/search-306,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 503 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,297,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codech,503,0,0
1734539558158,1265,codechef,200,OK,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 1,265 milliseconds, but should not have lasted longer than 150 milliseconds.",95988,118,5,5,https://www.codechef.com/,1255,0,174
1734539559102,454,/complete/search-303,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 454 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=cod,454,0,0
1734539559177,500,/complete/search-306,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 500 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,297,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codech,500,0,0
1734539559424,270,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf-297,200,OK,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 270 milliseconds, but should not have lasted longer than 150 milliseconds.",6783,495,5,5,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf?V=2.7.9,270,0,171
1734539559255,496,/complete/search-307,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 496 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,298,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codeche,496,0,0
1734539559695,104,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf-298,200,OK,2105017_threadGroup 1-4,text,true,,20445,493,5,5,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf?V=2.7.9,104,0,0
1734539559157,655,codechef,200,OK,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 655 milliseconds, but should not have lasted longer than 150 milliseconds.",95988,118,5,5,https://www.codechef.com/,644,0,181
1734539559799,104,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf-299,200,OK,2105017_threadGroup 1-4,text,true,,35607,494,5,5,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf?V=2.7.9,104,0,0
1734539559556,393,/complete/search-304,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 393 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,295,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=code,393,0,0
1734539559678,298,/complete/search-307,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 298 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,298,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codeche,298,0,0
1734539559903,86,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-4,,true,,376,1818,5,5,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539559813,251,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf-297,200,OK,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 251 milliseconds, but should not have lasted longer than 150 milliseconds.",6781,495,5,5,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf?V=2.7.9,251,0,158
1734539559989,84,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-4,,true,,376,1249,5,5,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539559751,396,/complete/search-308,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 396 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,299,5,5,https://www.google.com/complete/search?client=firefox&channel=fen&q=codechef,396,0,0
1734539560064,88,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf-298,200,OK,2105017_threadGroup 1-5,text,true,,20445,493,5,5,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf?V=2.7.9,88,0,0
1734539560152,90,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf-299,200,OK,2105017_threadGroup 1-5,text,true,,35611,494,6,6,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf?V=2.7.9,90,0,0
1734539559977,336,/complete/search-308,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 336 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,299,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=codechef,336,0,0
1734539560242,81,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-5,,true,,376,1818,6,6,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539559950,391,/complete/search-305,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 391 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,296,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=codec,391,0,0
1734539560323,77,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-5,,true,,376,1249,6,6,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539560148,321,/complete/search-309,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 321 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,291,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,321,0,0
1734539560073,525,/complete/search-302,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 525 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,525,0,175
1734539560155,541,codechef,200,OK,2105017_threadGroup 1-6,text,false,"The operation lasted too long: It took 541 milliseconds, but should not have lasted longer than 150 milliseconds.",95986,118,6,6,https://www.codechef.com/,533,0,157
1734539560340,428,/complete/search-306,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 428 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,297,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=codech,428,0,0
1734539560312,473,/complete/search-309,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 473 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,291,6,6,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,473,0,0
1734539560597,298,/complete/search-303,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 298 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=cod,298,0,0
1734539560469,447,/complete/search-310,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 447 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=ww,447,0,0
1734539560696,265,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf-297,200,OK,2105017_threadGroup 1-6,text,false,"The operation lasted too long: It took 265 milliseconds, but should not have lasted longer than 150 milliseconds.",6784,495,6,6,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf?V=2.7.9,265,0,168
1734539560769,274,/complete/search-307,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 274 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,298,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=codeche,274,0,0
1734539560962,93,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf-298,200,OK,2105017_threadGroup 1-6,text,true,,20443,493,6,6,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf?V=2.7.9,93,0,0
1734539560402,698,/complete/search-302,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 698 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,6,6,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,698,0,172
1734539561055,105,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf-299,200,OK,2105017_threadGroup 1-6,text,true,,35611,494,7,7,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf?V=2.7.9,105,0,0
1734539560785,432,/complete/search-310,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 432 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=ww,432,0,0
1734539561160,79,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-6,,true,,376,1818,7,7,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539560917,366,/complete/search-311,403,Forbidden,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 366 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=www,366,0,0
1734539561239,79,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-6,,true,,376,1249,7,7,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539560896,522,/complete/search-304,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 522 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,295,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=code,522,0,0
1734539561044,396,/complete/search-308,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 396 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,299,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=codechef,396,0,0
1734539561101,343,/complete/search-303,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 343 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=cod,343,0,0
1734539561153,567,codechef,200,OK,2105017_threadGroup 1-7,text,false,"The operation lasted too long: It took 567 milliseconds, but should not have lasted longer than 150 milliseconds.",95984,118,7,7,https://www.codechef.com/,557,0,171
1734539561218,508,/complete/search-311,403,Forbidden,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 508 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=www,508,0,0
1734539561285,561,/-313,200,OK,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 561 milliseconds, but should not have lasted longer than 150 milliseconds.",13988,592,7,7,https://www.codechef.com/,160,0,72
1734539561285,160,/-313-0,301,Moved Permanently,2105017_threadGroup 1-1,text,true,,1053,296,7,7,http://www.codechef.com/,160,0,72
1734539561447,399,/-313-1,200,OK,2105017_threadGroup 1-1,text,true,,12935,296,7,7,https://www.codechef.com/,396,0,0
1734539561420,429,/complete/search-305,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 429 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,296,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=codec,429,0,0
1734539561441,429,/complete/search-309,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 429 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,291,7,7,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,429,0,0
1734539561847,86,/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js-319,200,OK,2105017_threadGroup 1-1,text,true,,4687,425,7,7,https://www.codechef.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js,85,0,0
1734539561445,491,/complete/search-304,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 491 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,295,7,7,https://www.google.com/complete/search?client=firefox&channel=fen&q=code,491,0,0
1734539561721,253,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf-297,200,OK,2105017_threadGroup 1-7,text,false,"The operation lasted too long: It took 253 milliseconds, but should not have lasted longer than 150 milliseconds.",6782,495,7,7,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Size1-Regular.otf?V=2.7.9,253,0,159
1734539561934,95,/sites/all/themes/abessive/css/modal.css-317,200,OK,2105017_threadGroup 1-1,text,true,,8196,430,7,7,https://www.codechef.com/sites/all/themes/abessive/css/modal.css,94,0,0
1734539561974,91,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf-298,200,OK,2105017_threadGroup 1-7,text,true,,20441,493,7,7,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Math-Italic.otf?V=2.7.9,91,0,0
1734539562030,98,/misc/jquery-popup-overlay/popupoverlay.css-318,200,OK,2105017_threadGroup 1-1,text,true,,1630,433,7,7,https://www.codechef.com/misc/jquery-popup-overlay/popupoverlay.css,98,0,0
1734539562066,93,/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf-299,200,OK,2105017_threadGroup 1-7,text,true,,35601,494,7,7,https://codeforces.com/mathjax.codeforces.org/fonts/HTML-CSS/TeX/otf/MathJax_Main-Regular.otf?V=2.7.9,93,0,0
1734539562129,32,/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015-320,200,OK,2105017_threadGroup 1-1,text,true,,7331,465,7,7,https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015,31,0,17
1734539562160,78,/cdn-cgi/rum?-300,204,No Content,2105017_threadGroup 1-7,,true,,376,1818,8,8,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539562161,102,/sites/all/themes/mallow/css/mallow.css-316,200,OK,2105017_threadGroup 1-1,text,true,,35608,464,8,8,https://www.codechef.com/sites/all/themes/mallow/css/mallow.css?v=d3dc3952a16db6b3bbb16771d1043245,97,0,0
1734539561726,579,/-313,200,OK,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 579 milliseconds, but should not have lasted longer than 150 milliseconds.",13979,592,8,8,https://www.codechef.com/,176,0,74
1734539561726,176,/-313-0,301,Moved Permanently,2105017_threadGroup 1-2,text,true,,1043,296,8,8,http://www.codechef.com/,176,0,74
1734539561902,403,/-313-1,200,OK,2105017_threadGroup 1-2,text,true,,12936,296,8,8,https://www.codechef.com/,402,0,0
1734539562238,78,/cdn-cgi/rum?-301,204,No Content,2105017_threadGroup 1-7,,true,,376,1249,8,8,https://codeforces.com/cdn-cgi/rum?,0,0,0
1734539561871,480,/complete/search-310,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 480 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=ww,480,0,0
1734539562264,95,/em/libs/cryptojs/aes.js-324,200,OK,2105017_threadGroup 1-1,text,true,,5899,400,8,8,https://www.codechef.com/em/libs/cryptojs/aes.js,95,0,0
1734539561850,533,/complete/search-306,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 533 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,297,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=codech,533,0,0
1734539562306,84,/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js-319,200,OK,2105017_threadGroup 1-2,text,true,,4701,425,8,8,https://www.codechef.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js,84,0,0
1734539562360,95,/sites/all/modules/codechef_common_functions/js/codechefGenericModal.js-323,200,OK,2105017_threadGroup 1-1,text,true,,2031,447,8,8,https://www.codechef.com/sites/all/modules/codechef_common_functions/js/codechefGenericModal.js,94,0,0
1734539561937,543,/complete/search-305,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 543 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,296,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=codec,543,0,0
1734539562391,95,/sites/all/themes/abessive/css/modal.css-317,200,OK,2105017_threadGroup 1-2,text,true,,8194,430,8,8,https://www.codechef.com/sites/all/themes/abessive/css/modal.css,95,0,0
1734539562455,97,/misc/drupal.js-326,200,OK,2105017_threadGroup 1-1,text,true,,2869,391,8,8,https://www.codechef.com/misc/drupal.js,97,0,0
1734539562486,99,/misc/jquery-popup-overlay/popupoverlay.css-318,200,OK,2105017_threadGroup 1-2,text,true,,1630,433,8,8,https://www.codechef.com/misc/jquery-popup-overlay/popupoverlay.css,99,0,0
1734539562552,97,/em/libs/common/common.js-327,200,OK,2105017_threadGroup 1-1,text,true,,8025,436,8,8,https://www.codechef.com/em/libs/common/common.js?v=dfb303241c8a67b98d08f9daa88b0919,97,0,0
1734539562587,80,/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015-320,200,OK,2105017_threadGroup 1-2,text,true,,7321,465,8,8,https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015,79,0,53
1734539562352,342,/complete/search-311,403,Forbidden,2105017_threadGroup 1-3,text,false,"The operation lasted too long: It took 342 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,294,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=www,342,0,0
1734539562481,257,/complete/search-306,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 257 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,297,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=codech,257,0,0
1734539562650,95,/sites/all/themes/mallow/js/mallow.min.js-328,200,OK,2105017_threadGroup 1-1,text,true,,4455,452,8,8,https://www.codechef.com/sites/all/themes/mallow/js/mallow.min.js?v=89b308a7ec4db2b1c9411223b5c51056,95,0,0
1734539562667,101,/sites/all/themes/mallow/css/mallow.css-316,200,OK,2105017_threadGroup 1-2,text,true,,35602,464,8,8,https://www.codechef.com/sites/all/themes/mallow/css/mallow.css?v=d3dc3952a16db6b3bbb16771d1043245,98,0,0
1734539562384,461,/complete/search-307,403,Forbidden,2105017_threadGroup 1-4,text,false,"The operation lasted too long: It took 461 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,298,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=codeche,461,0,0
1734539562769,100,/em/libs/cryptojs/aes.js-324,200,OK,2105017_threadGroup 1-2,text,true,,5901,400,8,8,https://www.codechef.com/em/libs/cryptojs/aes.js,100,0,0
1734539562316,607,/complete/search-302,403,Forbidden,2105017_threadGroup 1-7,text,false,"The operation lasted too long: It took 607 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,607,0,168
1734539562870,119,/sites/all/modules/codechef_common_functions/js/codechefGenericModal.js-323,200,OK,2105017_threadGroup 1-2,text,true,,2028,447,8,8,https://www.codechef.com/sites/all/modules/codechef_common_functions/js/codechefGenericModal.js,118,0,0
1734539561320,1745,/complete/search-302,403,Forbidden,2105017_threadGroup 1-6,text,false,"The operation lasted too long: It took 1,745 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,293,8,8,https://www.google.com/complete/search?client=firefox&channel=fen&q=co,1745,0,1354
1734539562990,99,/misc/drupal.js-326,200,OK,2105017_threadGroup 1-2,text,true,,2871,391,8,8,https://www.codechef.com/misc/drupal.js,98,0,0
1734539562746,417,/-314,200,OK,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 417 milliseconds, but should not have lasted longer than 150 milliseconds.",12749,382,9,9,https://www.codechef.com/,417,0,0
1734539563089,98,/em/libs/common/common.js-327,200,OK,2105017_threadGroup 1-2,text,true,,8027,436,9,9,https://www.codechef.com/em/libs/common/common.js?v=dfb303241c8a67b98d08f9daa88b0919,98,0,0
1734539562740,505,/complete/search-307,403,Forbidden,2105017_threadGroup 1-5,text,false,"The operation lasted too long: It took 505 milliseconds, but should not have lasted longer than 150 milliseconds.",1285,298,9,9,https://www.google.com/complete/search?client=firefox&channel=fen&q=codeche,505,0,0
